Id,target
0,116.44775380407064
1,118.07731846518892
2,-20.894152765173246
3,-43.99400294549496
4,-96.138936391723
5,-44.66030280690813
6,-75.98532760713312
7,24.541059930152056
8,173.76232626440617
9,173.74436838947264
10,-105.26064573540754
11,-20.1520464554069
12,-3.580133587945839
13,123.12964117438435
14,40.9815792636807
15,45.88606424297961
16,-189.27712426326042
17,23.55293456807426
18,11.76338711201599
19,136.85134993516172
20,65.58658418711016
21,-61.83185245629901
22,-108.36358684777946
23,-7.741382724119304
24,-57.85820440689821
25,13.097181626126337
26,30.001933415984237
27,109.0207912713277
28,23.993208783687248
29,-25.8070984132493
30,111.50715740329619
31,-44.822582967496324
32,217.67293250071637
33,-13.886036599392007
34,-228.9256924005754
35,154.92633195671507
36,-1.648761682920285
37,13.57616499562911
38,-308.51329509499834
39,77.79111661131707
40,-81.19863775866426
41,-206.8405330564384
42,-238.2966950628372
43,134.3561634302078
44,-74.33563242257465
45,105.47089306318203
46,-3.5298016832645502
47,21.510165789029156
48,-97.58638835083615
49,-27.448815366042076
50,11.662766614235517
51,-174.72983385994
52,65.96040556918132
53,-97.0722807604611
54,-106.63688761179574
55,-154.7809094993816
56,62.32247251462784
57,110.27681120260124
58,-73.9220952503775
59,42.35917894444265
60,41.5584040737036
61,-50.95957000704154
62,165.76211978966728
63,44.43860207338283
64,57.722291098314905
65,23.468936613185605
66,82.01616497669364
67,-1.880638641175688
68,-2.26820282597412
69,2.1951812742080348
70,-24.69010978028551
71,161.56505612210523
72,-40.0830800757153
73,22.311027193949645
74,-66.02903368289915
75,-69.3127791694345
76,38.01130942676413
77,-160.1156784597982
78,-0.5767589122942254
79,151.5946169538501
80,-37.85936394491746
81,-119.5963778348815
82,-193.6305361111527
83,36.42883880411913
84,147.22370581387457
85,272.35978403353784
86,-256.3436874875697
87,-87.32986644618538
88,76.78128958647986
89,-89.34492502120125
90,-49.807085363685715
91,125.2672262574886
92,-163.4931561539838
93,-116.73310600249165
94,49.57249920174043
95,97.5199306413321
96,-215.36896764334784
